
* * * * * * * *
chekc if chang delay api_vender/boshidiandong_delay
博世电动工具京东自营旗舰店
# 活动时间：2021.03.16 09:05:00 - 2021.04.14 23:59:59

每日签到：2京豆
连续签到10天：8京豆
连续签到20天：66京豆

removed 'log/if_chang_delay_1'
removed 'log/if_chang_delay_2'
removed 'log/if_chang_delay_3'
removed 'log/if_chang_delay_4'

#赵 122294312-396444: sign_res

2021/04/03_00:00:00  3    未签到
2021/04/04_00:00:00  3    未签到
2021/04/05_00:00:00  3    未签到
2021/04/06_00:00:00  3    未签到
2021/04/07_00:00:00  3    未签到
2021/04/08_00:00:00  3    未签到
2021/04/09_00:00:00  3    未签到
2021/04/10_00:00:00  3    未签到
2021/04/11_00:00:00  3    未签到
2021/04/12_00:00:00  3    未签到
2021/04/13_00:00:00  3    未签到
2021/04/14_00:00:00  3    未签到
当天签到奖励 []
已签到 18 天

#移动 jd_OeTNobRVGiNZ: sign_res

2021/03/16_18:54:17  2    [已~签~到]
2021/03/17_01:02:33  2    [已~签~到]
2021/03/18_01:02:18  2    [已~签~到]
2021/03/19_01:01:01  2    [已~签~到]
2021/03/20_01:02:08  2    [已~签~到]
2021/03/21_01:02:30  2    [已~签~到]
2021/03/22_01:01:58  2    [已~签~到]
2021/03/23_01:02:57  2    [已~签~到]
2021/03/24_01:02:52  2    [已~签~到]
2021/03/25_01:00:49  2    [已~签~到]
2021/03/26_01:02:22  2    [已~签~到]
2021/03/27_01:02:17  2    [已~签~到]
2021/03/28_01:02:52  2    [已~签~到]
2021/03/29_01:01:58  2    [已~签~到]
2021/03/30_01:02:53  2    [已~签~到]
2021/03/31_01:01:33  2    [已~签~到]
2021/04/01_01:00:59  2    [已~签~到]
2021/04/02_01:02:48  1    [已~签~到]
2021/04/03_00:00:00  3    未签到
2021/04/04_00:00:00  3    未签到
2021/04/05_00:00:00  3    未签到
2021/04/06_00:00:00  3    未签到
2021/04/07_00:00:00  3    未签到
2021/04/08_00:00:00  3    未签到
2021/04/09_00:00:00  3    未签到
2021/04/10_00:00:00  3    未签到
2021/04/11_00:00:00  3    未签到
2021/04/12_00:00:00  3    未签到
2021/04/13_00:00:00  3    未签到
2021/04/14_00:00:00  3    未签到
当天签到奖励 []
已签到 18 天

19;#赵 122294312-396444: sign_res
19;#王 1309893722-164885: sign_res
19;#肥鹅 jd_4d651d9e48204: sign_res
19;#移动 jd_OeTNobRVGiNZ: sign_res
show shop/BF3246DD46CABE7727D9EEA19E5D0C8A/prize/: 0 30
明天签到 捷昇京东自营旗舰店, 不会获取奖品, 保持文件名 api_vender/jieyi_delay 不变.

* * * * * * * *
chekc if chang delay api_vender/lorde_delay
Lorde京东自营旗舰店
# 活动时间：2021.03.05 00:00:00 - 2021.04.02 23:59:59

每日签到：1店铺积分
连续签到1天：3店铺积分
连续签到3天：2京豆
连续签到7天：5京豆

removed 'log/if_chang_delay_1'
removed 'log/if_chang_delay_2'
removed 'log/if_chang_delay_3'
removed 'log/if_chang_delay_4'

#赵 122294312-396444: sign_res

2021/03/05_00:00:00  2    未签到
2021/03/06_00:00:00  2    未签到
2021/03/07_00:00:00  2    未签到
2021/03/08_00:00:00  2    未签到
2021/03/09_00:00:00  2    未签到
2021/03/10_00:00:00  2    未签到
2021/03/11_07:09:30  2    [已~签~到]
2021/03/12_01:00:36  2    [已~签~到]
2021/03/13_00:00:00  2    [已~签~到]
2021/03/14_01:00:24  2    [已~签~到]
2021/03/15_01:01:07  2    [已~签~到]
2021/03/16_00:00:00  2    [已~签~到]
2021/03/17_00:00:01  2    [已~签~到]
2021/03/18_01:03:10  2    [已~签~到]
2021/03/19_01:01:29  2    [已~签~到]
2021/03/20_01:02:48  2    [已~签~到]
2021/03/21_01:03:14  2    [已~签~到]
2021/03/22_01:02:27  2    [已~签~到]
2021/03/23_01:03:10  2    [已~签~到]
2021/03/24_01:03:41  2    [已~签~到]
2021/03/25_01:01:14  2    [已~签~到]
2021/03/26_01:02:45  2    [已~签~到]
2021/03/27_01:02:41  2    [已~签~到]
2021/03/28_01:03:31  2    [已~签~到]
2021/03/29_01:02:27  2    [已~签~到]
2021/03/30_01:03:42  2    [已~签~到]
2021/03/31_01:02:12  2    [已~签~到]
2021/04/01_01:01:28  2    [已~签~到]
2021/04/02_01:03:32  1    [已~签~到]
当天签到奖励 [奖励1,type=6;]
已签到 23 天

#王 1309893722-164885: sign_res

2021/03/05_00:00:00  2    未签到
2021/03/06_00:00:00  2    未签到
2021/03/07_00:00:00  2    未签到
2021/03/08_00:00:00  2    未签到
2021/03/09_00:00:00  2    未签到
2021/03/10_12:07:11  2    [已~签~到]
2021/03/11_07:09:31  2    [已~签~到]
2021/03/12_01:00:36  2    [已~签~到]
2021/03/13_00:00:01  2    [已~签~到]
2021/03/14_01:00:24  2    [已~签~到]
2021/03/15_01:01:07  2    [已~签~到]
2021/03/16_00:00:02  2    [已~签~到]
2021/03/17_00:00:02  2    [已~签~到]
2021/03/18_01:03:11  2    [已~签~到]
2021/03/19_01:01:30  2    [已~签~到]
2021/03/20_01:02:48  2    [已~签~到]
2021/03/21_01:03:14  2    [已~签~到]
2021/03/22_01:02:27  2    [已~签~到]
2021/03/23_01:03:11  2    [已~签~到]
2021/03/24_01:03:41  2    [已~签~到]
2021/03/25_01:01:14  2    [已~签~到]
2021/03/26_01:02:46  2    [已~签~到]
2021/03/27_01:02:41  2    [已~签~到]
2021/03/28_01:03:31  2    [已~签~到]
2021/03/29_01:02:27  2    [已~签~到]
2021/03/30_01:03:42  2    [已~签~到]
2021/03/31_01:02:12  2    [已~签~到]
2021/04/01_01:01:28  2    [已~签~到]
2021/04/02_01:03:32  1    [已~签~到]
当天签到奖励 [奖励1,type=6;]
已签到 24 天

#肥鹅 jd_4d651d9e48204: sign_res

2021/03/05_00:00:00  2    未签到
2021/03/06_00:00:00  2    未签到
2021/03/07_00:00:00  2    未签到
2021/03/08_00:00:00  2    未签到
2021/03/09_00:00:00  2    未签到
2021/03/10_00:00:00  2    未签到
2021/03/11_07:09:21  2    [已~签~到]
2021/03/12_01:01:00  2    [已~签~到]
2021/03/13_00:00:00  2    [已~签~到]
2021/03/14_01:00:43  2    [已~签~到]
2021/03/15_01:01:46  2    [已~签~到]
2021/03/16_01:13:56  2    [已~签~到]
2021/03/17_00:00:01  2    [已~签~到]
2021/03/18_01:03:49  2    [已~签~到]
2021/03/19_01:02:04  2    [已~签~到]
2021/03/20_01:03:33  2    [已~签~到]
2021/03/21_01:04:03  2    [已~签~到]
2021/03/22_01:03:01  2    [已~签~到]
2021/03/23_01:03:29  2    [已~签~到]
2021/03/24_01:03:50  2    [已~签~到]
2021/03/25_01:01:44  2    [已~签~到]
2021/03/26_01:03:15  2    [已~签~到]
2021/03/27_01:03:10  2    [已~签~到]
2021/03/28_01:04:15  2    [已~签~到]
2021/03/29_01:03:01  2    [已~签~到]
2021/03/30_01:03:51  2    [已~签~到]
2021/03/31_01:02:56  2    [已~签~到]
2021/04/01_01:02:02  2    [已~签~到]
2021/04/02_01:04:21  1    [已~签~到]
当天签到奖励 [奖励1,type=6;]
已签到 23 天

#移动 jd_OeTNobRVGiNZ: sign_res

2021/03/05_00:00:00  2    未签到
2021/03/06_00:00:00  2    未签到
2021/03/07_00:00:00  2    未签到
2021/03/08_00:00:00  2    未签到
2021/03/09_00:00:00  2    未签到
2021/03/10_00:00:00  2    未签到
2021/03/11_07:09:22  2    [已~签~到]
2021/03/12_01:01:00  2    [已~签~到]
2021/03/13_00:00:01  2    [已~签~到]
2021/03/14_01:00:44  2    [已~签~到]
2021/03/15_01:01:46  2    [已~签~到]
2021/03/16_01:13:56  2    [已~签~到]
2021/03/17_00:00:02  2    [已~签~到]
2021/03/18_01:03:50  2    [已~签~到]
2021/03/19_01:02:04  2    [已~签~到]
2021/03/20_01:03:33  2    [已~签~到]
2021/03/21_01:04:03  2    [已~签~到]
2021/03/22_01:03:01  2    [已~签~到]
2021/03/23_01:03:29  2    [已~签~到]
2021/03/24_01:03:50  2    [已~签~到]
2021/03/25_01:01:44  2    [已~签~到]
2021/03/26_01:03:15  2    [已~签~到]
2021/03/27_01:03:10  2    [已~签~到]
2021/03/28_01:04:15  2    [已~签~到]
2021/03/29_01:03:01  2    [已~签~到]
2021/03/30_01:03:51  2    [已~签~到]
2021/03/31_01:02:56  2    [已~签~到]
2021/04/01_01:02:02  2    [已~签~到]
2021/04/02_01:04:21  1    [已~签~到]
当天签到奖励 [奖励1,type=6;]
已签到 23 天

24;#赵 122294312-396444: sign_res
25;#王 1309893722-164885: sign_res
24;#肥鹅 jd_4d651d9e48204: sign_res
24;#移动 jd_OeTNobRVGiNZ: sign_res
show shop/1407569A2B8B30495D53A752F05AB53F/prize/: 0 1 3 7
明天签到 Lorde京东自营旗舰店, 不会获取奖品, 保持文件名 api_vender/lorde_delay 不变.

* * * * * * * *
chekc if chang delay api_vender/maiweita_delay
McVitie&#39;s麦维他京东自营旗舰店
# 活动时间：2021.04.01 00:00:00 - 2021.04.30 23:59:59

每日签到：3京豆
连续签到18天：20京豆

removed 'log/if_chang_delay_1'
removed 'log/if_chang_delay_2'
removed 'log/if_chang_delay_3'
removed 'log/if_chang_delay_4'

#肥鹅 jd_4d651d9e48204: sign_res

2021/04/01_07:10:41  2    [已~签~到]
2021/04/02_05:36:19  1    [已~签~到]
2021/04/03_00:00:00  3    未签到
2021/04/04_00:00:00  3    未签到
2021/04/05_00:00:00  3    未签到
2021/04/06_00:00:00  3    未签到
2021/04/07_00:00:00  3    未签到
2021/04/08_00:00:00  3    未签到
2021/04/09_00:00:00  3    未签到
2021/04/10_00:00:00  3    未签到
2021/04/11_00:00:00  3    未签到
2021/04/12_00:00:00  3    未签到
2021/04/13_00:00:00  3    未签到
2021/04/14_00:00:00  3    未签到
2021/04/15_00:00:00  3    未签到
2021/04/16_00:00:00  3    未签到
2021/04/17_00:00:00  3    未签到
2021/04/18_00:00:00  3    未签到
2021/04/19_00:00:00  3    未签到
2021/04/20_00:00:00  3    未签到
2021/04/21_00:00:00  3    未签到
2021/04/22_00:00:00  3    未签到
2021/04/23_00:00:00  3    未签到
2021/04/24_00:00:00  3    未签到
2021/04/25_00:00:00  3    未签到
2021/04/26_00:00:00  3    未签到
2021/04/27_00:00:00  3    未签到
2021/04/28_00:00:00  3    未签到
2021/04/29_00:00:00  3    未签到
2021/04/30_00:00:00  3    未签到
当天签到奖励 []
已签到 2 天

#移动 jd_OeTNobRVGiNZ: sign_res

2021/04/01_21:32:11  2    [已~签~到]
2021/04/02_05:36:19  1    [已~签~到]
2021/04/03_00:00:00  3    未签到
2021/04/04_00:00:00  3    未签到
2021/04/05_00:00:00  3    未签到
2021/04/06_00:00:00  3    未签到
2021/04/07_00:00:00  3    未签到
2021/04/08_00:00:00  3    未签到
2021/04/09_00:00:00  3    未签到
2021/04/10_00:00:00  3    未签到
2021/04/11_00:00:00  3    未签到
2021/04/12_00:00:00  3    未签到
2021/04/13_00:00:00  3    未签到
2021/04/14_00:00:00  3    未签到
2021/04/15_00:00:00  3    未签到
2021/04/16_00:00:00  3    未签到
2021/04/17_00:00:00  3    未签到
2021/04/18_00:00:00  3    未签到
2021/04/19_00:00:00  3    未签到
2021/04/20_00:00:00  3    未签到
2021/04/21_00:00:00  3    未签到
2021/04/22_00:00:00  3    未签到
2021/04/23_00:00:00  3    未签到
2021/04/24_00:00:00  3    未签到
2021/04/25_00:00:00  3    未签到
2021/04/26_00:00:00  3    未签到
2021/04/27_00:00:00  3    未签到
2021/04/28_00:00:00  3    未签到
2021/04/29_00:00:00  3    未签到
2021/04/30_00:00:00  3    未签到
当天签到奖励 []
已签到 2 天

#赵 122294312-396444: sign_res

2021/04/01_07:10:16  2    [已~签~到]
2021/04/02_05:39:50  1    [已~签~到]
2021/04/03_00:00:00  3    未签到
2021/04/04_00:00:00  3    未签到
2021/04/05_00:00:00  3    未签到
2021/04/06_00:00:00  3    未签到
2021/04/07_00:00:00  3    未签到
2021/04/08_00:00:00  3    未签到
2021/04/09_00:00:00  3    未签到
2021/04/10_00:00:00  3    未签到
2021/04/11_00:00:00  3    未签到
2021/04/12_00:00:00  3    未签到
2021/04/13_00:00:00  3    未签到
2021/04/14_00:00:00  3    未签到
2021/04/15_00:00:00  3    未签到
2021/04/16_00:00:00  3    未签到
2021/04/17_00:00:00  3    未签到
2021/04/18_00:00:00  3    未签到
2021/04/19_00:00:00  3    未签到
2021/04/20_00:00:00  3    未签到
2021/04/21_00:00:00  3    未签到
2021/04/22_00:00:00  3    未签到
2021/04/23_00:00:00  3    未签到
2021/04/24_00:00:00  3    未签到
2021/04/25_00:00:00  3    未签到
2021/04/26_00:00:00  3    未签到
2021/04/27_00:00:00  3    未签到
2021/04/28_00:00:00  3    未签到
2021/04/29_00:00:00  3    未签到
2021/04/30_00:00:00  3    未签到
当天签到奖励 []
已签到 2 天

#王 1309893722-164885: sign_res

2021/04/01_07:05:28  2    [已~签~到]
2021/04/02_05:39:51  1    [已~签~到]
2021/04/03_00:00:00  3    未签到
2021/04/04_00:00:00  3    未签到
2021/04/05_00:00:00  3    未签到
2021/04/06_00:00:00  3    未签到
2021/04/07_00:00:00  3    未签到
2021/04/08_00:00:00  3    未签到
2021/04/09_00:00:00  3    未签到
2021/04/10_00:00:00  3    未签到
2021/04/11_00:00:00  3    未签到
2021/04/12_00:00:00  3    未签到
2021/04/13_00:00:00  3    未签到
2021/04/14_00:00:00  3    未签到
2021/04/15_00:00:00  3    未签到
2021/04/16_00:00:00  3    未签到
2021/04/17_00:00:00  3    未签到
2021/04/18_00:00:00  3    未签到
2021/04/19_00:00:00  3    未签到
2021/04/20_00:00:00  3    未签到
2021/04/21_00:00:00  3    未签到
2021/04/22_00:00:00  3    未签到
2021/04/23_00:00:00  3    未签到
2021/04/24_00:00:00  3    未签到
2021/04/25_00:00:00  3    未签到
2021/04/26_00:00:00  3    未签到
2021/04/27_00:00:00  3    未签到
2021/04/28_00:00:00  3    未签到
2021/04/29_00:00:00  3    未签到
2021/04/30_00:00:00  3    未签到
当天签到奖励 []
已签到 2 天

3;#肥鹅 jd_4d651d9e48204: sign_res
3;#移动 jd_OeTNobRVGiNZ: sign_res
3;#赵 122294312-396444: sign_res
3;#王 1309893722-164885: sign_res
show shop/7C1820082C993AB3103EB02E1B5AEC39/prize/: 0 18
明天签到 McVitie&#39;s麦维他京东自营旗舰店, 不会获取奖品, 保持文件名 api_vender/maiweita_delay 不变.

* * * * * * * *
chekc if chang delay api_vender/RIEDEL
醴铎RIEDEL酒杯酒具京东自营旗舰店
# 活动时间：2021.04.01 00:00:00 - 2021.04.30 23:59:59

每日签到：2京豆
连续签到3天：5京豆

removed 'log/if_chang_delay_1'
removed 'log/if_chang_delay_2'
removed 'log/if_chang_delay_3'
removed 'log/if_chang_delay_4'

#赵 122294312-396444: sign_res

2021/04/01_09:30:59  2    [已~签~到]
2021/04/02_01:00:00  1    [已~签~到]
2021/04/03_00:00:00  3    未签到
2021/04/04_00:00:00  3    未签到
2021/04/05_00:00:00  3    未签到
2021/04/06_00:00:00  3    未签到
2021/04/07_00:00:00  3    未签到
2021/04/08_00:00:00  3    未签到
2021/04/09_00:00:00  3    未签到
2021/04/10_00:00:00  3    未签到
2021/04/11_00:00:00  3    未签到
2021/04/12_00:00:00  3    未签到
2021/04/13_00:00:00  3    未签到
2021/04/14_00:00:00  3    未签到
2021/04/15_00:00:00  3    未签到
2021/04/16_00:00:00  3    未签到
2021/04/17_00:00:00  3    未签到
2021/04/18_00:00:00  3    未签到
2021/04/19_00:00:00  3    未签到
2021/04/20_00:00:00  3    未签到
2021/04/21_00:00:00  3    未签到
2021/04/22_00:00:00  3    未签到
2021/04/23_00:00:00  3    未签到
2021/04/24_00:00:00  3    未签到
2021/04/25_00:00:00  3    未签到
2021/04/26_00:00:00  3    未签到
2021/04/27_00:00:00  3    未签到
2021/04/28_00:00:00  3    未签到
2021/04/29_00:00:00  3    未签到
2021/04/30_00:00:00  3    未签到
当天签到奖励 []
已签到 2 天

#王 1309893722-164885: sign_res

2021/04/01_08:51:03  2    [已~签~到]
2021/04/02_01:00:00  1    [已~签~到]
2021/04/03_00:00:00  3    未签到
2021/04/04_00:00:00  3    未签到
2021/04/05_00:00:00  3    未签到
2021/04/06_00:00:00  3    未签到
2021/04/07_00:00:00  3    未签到
2021/04/08_00:00:00  3    未签到
2021/04/09_00:00:00  3    未签到
2021/04/10_00:00:00  3    未签到
2021/04/11_00:00:00  3    未签到
2021/04/12_00:00:00  3    未签到
2021/04/13_00:00:00  3    未签到
2021/04/14_00:00:00  3    未签到
2021/04/15_00:00:00  3    未签到
2021/04/16_00:00:00  3    未签到
2021/04/17_00:00:00  3    未签到
2021/04/18_00:00:00  3    未签到
2021/04/19_00:00:00  3    未签到
2021/04/20_00:00:00  3    未签到
2021/04/21_00:00:00  3    未签到
2021/04/22_00:00:00  3    未签到
2021/04/23_00:00:00  3    未签到
2021/04/24_00:00:00  3    未签到
2021/04/25_00:00:00  3    未签到
2021/04/26_00:00:00  3    未签到
2021/04/27_00:00:00  3    未签到
2021/04/28_00:00:00  3    未签到
2021/04/29_00:00:00  3    未签到
2021/04/30_00:00:00  3    未签到
当天签到奖励 []
已签到 2 天

#肥鹅 jd_4d651d9e48204: sign_res

2021/04/01_09:31:24  2    [已~签~到]
2021/04/02_01:00:09  1    [已~签~到]
2021/04/03_00:00:00  3    未签到
2021/04/04_00:00:00  3    未签到
2021/04/05_00:00:00  3    未签到
2021/04/06_00:00:00  3    未签到
2021/04/07_00:00:00  3    未签到
2021/04/08_00:00:00  3    未签到
2021/04/09_00:00:00  3    未签到
2021/04/10_00:00:00  3    未签到
2021/04/11_00:00:00  3    未签到
2021/04/12_00:00:00  3    未签到
2021/04/13_00:00:00  3    未签到
2021/04/14_00:00:00  3    未签到
2021/04/15_00:00:00  3    未签到
2021/04/16_00:00:00  3    未签到
2021/04/17_00:00:00  3    未签到
2021/04/18_00:00:00  3    未签到
2021/04/19_00:00:00  3    未签到
2021/04/20_00:00:00  3    未签到
2021/04/21_00:00:00  3    未签到
2021/04/22_00:00:00  3    未签到
2021/04/23_00:00:00  3    未签到
2021/04/24_00:00:00  3    未签到
2021/04/25_00:00:00  3    未签到
2021/04/26_00:00:00  3    未签到
2021/04/27_00:00:00  3    未签到
2021/04/28_00:00:00  3    未签到
2021/04/29_00:00:00  3    未签到
2021/04/30_00:00:00  3    未签到
当天签到奖励 []
已签到 2 天

#移动 jd_OeTNobRVGiNZ: sign_res

2021/04/01_21:33:11  2    [已~签~到]
2021/04/02_01:00:09  1    [已~签~到]
2021/04/03_00:00:00  3    未签到
2021/04/04_00:00:00  3    未签到
2021/04/05_00:00:00  3    未签到
2021/04/06_00:00:00  3    未签到
2021/04/07_00:00:00  3    未签到
2021/04/08_00:00:00  3    未签到
2021/04/09_00:00:00  3    未签到
2021/04/10_00:00:00  3    未签到
2021/04/11_00:00:00  3    未签到
2021/04/12_00:00:00  3    未签到
2021/04/13_00:00:00  3    未签到
2021/04/14_00:00:00  3    未签到
2021/04/15_00:00:00  3    未签到
2021/04/16_00:00:00  3    未签到
2021/04/17_00:00:00  3    未签到
2021/04/18_00:00:00  3    未签到
2021/04/19_00:00:00  3    未签到
2021/04/20_00:00:00  3    未签到
2021/04/21_00:00:00  3    未签到
2021/04/22_00:00:00  3    未签到
2021/04/23_00:00:00  3    未签到
2021/04/24_00:00:00  3    未签到
2021/04/25_00:00:00  3    未签到
2021/04/26_00:00:00  3    未签到
2021/04/27_00:00:00  3    未签到
2021/04/28_00:00:00  3    未签到
2021/04/29_00:00:00  3    未签到
2021/04/30_00:00:00  3    未签到
当天签到奖励 []
已签到 2 天

3;#赵 122294312-396444: sign_res
3;#王 1309893722-164885: sign_res
3;#肥鹅 jd_4d651d9e48204: sign_res
3;#移动 jd_OeTNobRVGiNZ: sign_res
show shop/523DC3D69BA2DB1167F08A561EA37261/prize/: 0 3

api_vender/RIEDEL  
发现明天是 [赵 122294312-396444; 王 1309893722-164885; 肥鹅 jd_4d651d9e48204; 移动 jd_OeTNobRVGiNZ] 签到 [醴铎RIEDEL酒杯酒具京东自营旗舰店] 的第 3 天，将要获取到奖品[ 5 京豆]

明天立即执行. 不改名字 api_vender/RIEDEL
[SHELL]|赵 122294312-396444; 王 1309893722-164885; 肥鹅 jd_4d651d9e48204; 移动 jd_OeTNobRVGiNZ|api_vender/RIEDEL


* * * * * * * *
chekc if chang delay api_vender/shop_1615212373_2_delay
海底捞官方旗舰店
# 活动时间：2021.03.06 00:00:00 - 2021.04.04 23:59:59

每日签到：1京豆
连续签到7天：5店铺积分

removed 'log/if_chang_delay_1'
removed 'log/if_chang_delay_2'
removed 'log/if_chang_delay_3'
removed 'log/if_chang_delay_4'

#赵 122294312-396444: sign_res

2021/03/06_00:00:00  2    未签到
2021/03/07_00:00:00  2    未签到
2021/03/08_22:21:01  2    [已~签~到]
2021/03/09_01:14:52  2    [已~签~到]
2021/03/10_01:15:32  2    [已~签~到]
2021/03/11_01:13:03  2    [已~签~到]
2021/03/12_01:12:22  2    [已~签~到]
2021/03/13_01:11:02  2    [已~签~到]
2021/03/14_01:12:26  2    [已~签~到]
2021/03/15_01:10:47  2    [已~签~到]
2021/03/16_01:07:46  2    [已~签~到]
2021/03/17_01:09:47  2    [已~签~到]
2021/03/18_01:10:08  2    [已~签~到]
2021/03/19_01:08:47  2    [已~签~到]
2021/03/20_01:10:12  2    [已~签~到]
2021/03/21_01:09:12  2    [已~签~到]
2021/03/22_01:08:46  2    [已~签~到]
2021/03/23_01:08:42  2    [已~签~到]
2021/03/24_01:08:18  2    [已~签~到]
2021/03/25_01:06:17  2    [已~签~到]
2021/03/26_01:07:40  2    [已~签~到]
2021/03/27_01:06:35  2    [已~签~到]
2021/03/28_01:06:10  2    [已~签~到]
2021/03/29_01:06:19  2    [已~签~到]
2021/03/30_01:06:29  2    [已~签~到]
2021/03/31_01:04:11  2    [已~签~到]
2021/04/01_01:02:40  2    [已~签~到]
2021/04/02_01:04:30  1    [已~签~到]
2021/04/03_00:00:00  3    未签到
2021/04/04_00:00:00  3    未签到
当天签到奖励 []
已签到 26 天

#王 1309893722-164885: sign_res

2021/03/06_00:00:00  2    未签到
2021/03/07_00:00:00  2    未签到
2021/03/08_22:21:01  2    [已~签~到]
2021/03/09_01:14:52  2    [已~签~到]
2021/03/10_01:15:32  2    [已~签~到]
2021/03/11_01:13:04  2    [已~签~到]
2021/03/12_01:12:22  2    [已~签~到]
2021/03/13_01:11:03  2    [已~签~到]
2021/03/14_01:12:26  2    [已~签~到]
2021/03/15_01:10:47  2    [已~签~到]
2021/03/16_01:07:47  2    [已~签~到]
2021/03/17_01:09:47  2    [已~签~到]
2021/03/18_01:10:09  2    [已~签~到]
2021/03/19_01:08:48  2    [已~签~到]
2021/03/20_01:10:12  2    [已~签~到]
2021/03/21_01:09:12  2    [已~签~到]
2021/03/22_01:08:47  2    [已~签~到]
2021/03/23_01:08:42  2    [已~签~到]
2021/03/24_01:08:19  2    [已~签~到]
2021/03/25_01:06:18  2    [已~签~到]
2021/03/26_01:07:40  2    [已~签~到]
2021/03/27_01:06:35  2    [已~签~到]
2021/03/28_01:06:10  2    [已~签~到]
2021/03/29_01:06:20  2    [已~签~到]
2021/03/30_01:06:29  2    [已~签~到]
2021/03/31_01:04:12  2    [已~签~到]
2021/04/01_01:02:41  2    [已~签~到]
2021/04/02_01:04:30  1    [已~签~到]
2021/04/03_00:00:00  3    未签到
2021/04/04_00:00:00  3    未签到
当天签到奖励 []
已签到 26 天

#肥鹅 jd_4d651d9e48204: sign_res

2021/03/06_00:00:00  2    未签到
2021/03/07_00:00:00  2    未签到
2021/03/08_22:22:30  2    [已~签~到]
2021/03/09_01:15:21  2    [已~签~到]
2021/03/10_01:16:22  2    [已~签~到]
2021/03/11_01:13:53  2    [已~签~到]
2021/03/12_01:12:31  2    [已~签~到]
2021/03/13_01:11:42  2    [已~签~到]
2021/03/14_01:13:15  2    [已~签~到]
2021/03/15_01:11:37  2    [已~签~到]
2021/03/16_01:08:06  2    [已~签~到]
2021/03/17_01:10:17  2    [已~签~到]
2021/03/18_01:10:28  2    [已~签~到]
2021/03/19_01:09:02  2    [已~签~到]
2021/03/20_01:10:46  2    [已~签~到]
2021/03/21_01:09:41  2    [已~签~到]
2021/03/22_01:09:36  2    [已~签~到]
2021/03/23_01:09:16  2    [已~签~到]
2021/03/24_01:08:42  2    [已~签~到]
2021/03/25_01:06:52  2    [已~签~到]
2021/03/26_01:08:15  2    [已~签~到]
2021/03/27_01:07:09  2    [已~签~到]
2021/03/28_01:06:39  2    [已~签~到]
2021/03/29_01:06:48  2    [已~签~到]
2021/03/30_01:07:18  2    [已~签~到]
2021/03/31_01:04:40  2    [已~签~到]
2021/04/01_01:03:24  2    [已~签~到]
2021/04/02_01:04:44  1    [已~签~到]
2021/04/03_00:00:00  3    未签到
2021/04/04_00:00:00  3    未签到
当天签到奖励 []
已签到 26 天

#移动 jd_OeTNobRVGiNZ: sign_res

2021/03/06_00:00:00  2    未签到
2021/03/07_00:00:00  2    未签到
2021/03/08_22:22:30  2    [已~签~到]
2021/03/09_01:15:21  2    [已~签~到]
2021/03/10_01:16:22  2    [已~签~到]
2021/03/11_01:13:53  2    [已~签~到]
2021/03/12_01:12:31  2    [已~签~到]
2021/03/13_01:11:42  2    [已~签~到]
2021/03/14_01:13:16  2    [已~签~到]
2021/03/15_01:11:37  2    [已~签~到]
2021/03/16_01:08:06  2    [已~签~到]
2021/03/17_01:10:17  2    [已~签~到]
2021/03/18_01:10:28  2    [已~签~到]
2021/03/19_01:09:02  2    [已~签~到]
2021/03/20_01:10:47  2    [已~签~到]
2021/03/21_01:09:42  2    [已~签~到]
2021/03/22_01:09:36  2    [已~签~到]
2021/03/23_01:09:16  2    [已~签~到]
2021/03/24_01:08:43  2    [已~签~到]
2021/03/25_01:06:53  2    [已~签~到]
2021/03/26_01:08:15  2    [已~签~到]
2021/03/27_01:07:09  2    [已~签~到]
2021/03/28_01:06:40  2    [已~签~到]
2021/03/29_01:06:48  2    [已~签~到]
2021/03/30_01:07:18  2    [已~签~到]
2021/03/31_01:04:41  2    [已~签~到]
2021/04/01_01:03:25  2    [已~签~到]
2021/04/02_01:04:44  1    [已~签~到]
2021/04/03_00:00:00  3    未签到
2021/04/04_00:00:00  3    未签到
当天签到奖励 []
已签到 26 天

27;#赵 122294312-396444: sign_res
27;#王 1309893722-164885: sign_res
27;#肥鹅 jd_4d651d9e48204: sign_res
27;#移动 jd_OeTNobRVGiNZ: sign_res
show shop/A0287665FA8F233E7162CAB5D0ABDFC0/prize/: 0 7
明天签到 海底捞官方旗舰店, 不会获取奖品, 保持文件名 api_vender/shop_1615212373_2_delay 不变.

* * * * * * * *
chekc if chang delay api_vender/shop_1617362664_0_delay
橙影（Morange）京东自营旗舰店
# 活动时间：2021.04.01 00:00:00 - 2021.04.30 23:59:59

每日签到：2京豆
连续签到30天：100京豆

removed 'log/if_chang_delay_1'
removed 'log/if_chang_delay_2'
removed 'log/if_chang_delay_3'
removed 'log/if_chang_delay_4'

#赵 122294312-396444: sign_res

2021/04/01_00:00:00  2    未签到
2021/04/02_19:25:56  1    [已~签~到]
2021/04/03_00:00:00  3    未签到
2021/04/04_00:00:00  3    未签到
2021/04/05_00:00:00  3    未签到
2021/04/06_00:00:00  3    未签到
2021/04/07_00:00:00  3    未签到
2021/04/08_00:00:00  3    未签到
2021/04/09_00:00:00  3    未签到
2021/04/10_00:00:00  3    未签到
2021/04/11_00:00:00  3    未签到
2021/04/12_00:00:00  3    未签到
